id,title,status,phase,targeted_dates,cloud_instances,link
497838,Microsoft Purview compliance portal: Endpoint Data Loss Prevention - Ability to fetch the original file resulting in policy match as evidence (Microsoft Managed storage),In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=497838
498896,Microsoft Intune: Application Control for Business,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=498896
497937,Microsoft Copilot (Microsoft 365): Auto-update document sections from new sources,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497937
497141,Microsoft Edge: Improved Navigation to Extension Surfaces,In development,General Availability,June CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497141
497419,SharePoint: eSignature - globally available,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497419
496595,Outlook: Save an Event as a Draft on Android,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496595
498639,Microsoft Viva: Viva Pulse - New Pulse customization options,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498639
498229,Microsoft Clipchamp: Updated Clipchamp video start page,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498229
498547,SharePoint: Sections with Copilot,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498547
498546,Microsoft Viva: Copilot Enhancements for smarter authoring,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498546
498355,Microsoft Teams: New VDI solution for Teams optimization in Amazon WorkSpaces,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=498355
498320,Microsoft Copilot (Microsoft 365): Summarize email with Copilot chat in Outlook,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498320
498545,Microsoft Copilot (Microsoft 365): Unified Conversations (Chat History) List,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=498545
498322,Microsoft Viva: Custom font and theme support for Viva Amplify,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=498322
495549,Microsoft 365 admin center: Usage reports - Copilot Chat - Usage intensity and new app coverage,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495549
498323,Microsoft Viva: Unread News Notifications in Connections,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=498323
498319,Outlook: Immersive Search,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498319
498233,Microsoft Viva: News AI audio briefing in Connections Mobile,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=498233
497914,Microsoft Copilot (Microsoft 365): Easier access to Researcher in Microsoft Word,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497914
497913,Microsoft Copilot (Microsoft 365): Easier access to Researcher in Microsoft Word,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497913
498232,SharePoint: Signed Adobe & Docusign documents saved to the originating folder,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498232
498221,Microsoft 365 Admin Center: Setting to pin M365 Copilot app to Windows taskbar,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498221
498158,Microsoft Entra: Improved Backup and Restore Experience for the Authenticator App on iOS,In development,General Availability,September CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=498158
497132,SharePoint: Text Editor Copilot 'Refine' update,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497132
497940,Microsoft Copilot (Microsoft 365): Recent activity is part of Copilot's dynamic document snapshot in Word,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497940
497936,Microsoft Copilot (Microsoft 365): Recent activity is part of Copilot's dynamic document snapshot in Word,In development,Current Channel,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497936
497848,"Microsoft Copilot (Microsoft 365): Say ""Hey Copilot"" to activate voice conversations with the Microsoft 365 Copilot app on Windows",In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497848
496986,Microsoft Teams: Edit and manage Teams Town Hall instances in Outlook,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496986
492268,Microsoft Copilot (Microsoft 365): Copilot Chat now supports more file types in search grounding.,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=492268
497916,Microsoft Copilot (Microsoft 365): Microsoft 365 Copilot Chat for EDU customers ages 13 and older,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497916
497537,Microsoft Copilot (Microsoft 365): Reference an Excel file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497537
497999,Microsoft 365 admin center: Agents usage report,In development,General Availability,August CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497999
497299,Microsoft 365: New Trust Center settings to block file opens using insecure protocols,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=497299
497833,Microsoft Copilot (Microsoft 365): Researcher is in Microsoft Word,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497833
496590,Microsoft Teams: SQL-like commands in the search bar,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496590
490212,Microsoft Copilot (Microsoft 365): Improved Python-powered answers in Copilot in Excel,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=490212
497541,Microsoft Copilot (Microsoft 365): Reference an PDF file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497541
497540,Microsoft Copilot (Microsoft 365): Reference a PDF file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497540
497539,Microsoft Copilot (Microsoft 365): Reference an Excel file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497539
497538,Microsoft Copilot (Microsoft 365): Reference an Excel file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497538
497536,Microsoft Copilot (Microsoft 365): Reference a PDF file when creating a slide with Copilot for PowerPoint,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497536
495828,Microsoft Copilot (Microsoft 365): Content suggestions in Word,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495828
497637,Minecraft Education: Update v1.21.9,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497637
495262,"Windows 365: Frontline in Shared mode availability for Germany West Central, Korea Central, Korea South",In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495262
497548,Microsoft Defender for Office 365: Overview dashboard,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497548
497545,Microsoft 365 admin center: Usage reports - Microsoft 365 Copilot search,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497545
497417,Microsoft 365 admin center: M365 Copilot Billing and usage - Budget limits,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497417
496367,Microsoft Copilot (Microsoft 365): Copilot uses enterprise assets hosted on SharePoint OAL or Templafy when creating a slide,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496367
496366,Microsoft Copilot (Microsoft 365): Copilot uses enterprise assets hosted on SharePoint OAL or Templafy when creating a slide,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496366
496365,Microsoft Copilot (Microsoft 365): Copilot uses enterprise assets hosted on SharePoint OAL or Templafy when creating a slide,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496365
496139,Microsoft 365 Admin Center: Prepurchase Capacity Packs for Microsoft 365 Copilot Chat,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496139
496597,Microsoft Copilot (Microsoft 365): Expanded Input Box on Copilot Chat,In development,General Availability,,worldwide (standard multi-tenant);gcc;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=496597
497243,Microsoft Viva: Viva Engage supports 14 more languages,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497243
497161,Microsoft Copilot (Microsoft 365): Increased efficiency with auto-generated Copilot Pages,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497161
497142,Microsoft Viva: News AI audio briefing,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=497142
494999,Microsoft 365: M365 Archive Search,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494999
497136,Microsoft Purview compliance portal: Data Loss Prevention - restrict Microsoft 365 Copilot processing on content with sensitivity labels,Rolling out,General Availability,,gcc;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=497136
495465,Microsoft Places: Microsoft Places Support to GCC cloud,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495465
494688,Microsoft Viva: Customize visuals and pages in embedded PowerBI reports,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494688
494159,SharePoint: Site attestation,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494159
496988,OneDrive: Sync admin reports - GCC-H and DoD,In development,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=496988
497138,Microsoft Edge: Open external links in another profile when recommended by external applications,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497138
497112,Microsoft Copilot (Microsoft 365): Use ContextIQ file suggestions in Copilot Chat,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=497112
494511,Microsoft Copilot (Microsoft 365): Microsoft 365 Copilot Chat - General Availability for the DoD environment,In development,General Availability,,dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494511
496175,Microsoft Teams: Compact Notification Size,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=496175
496592,Outlook: Browse Conversation Files,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496592
496369,Microsoft Teams: Saved messages,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=496369
496373,Microsoft Viva: Viva Amplify - Support for click through rate metric in Amplify reporting,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496373
496594,Microsoft 365 Apps: Cloud Update,In development,General Availability,June CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496594
496374,SharePoint: Support for click through rate metric in page analytics,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496374
494830,Microsoft Copilot (Microsoft 365): Access Copilot Chat in your Microsoft 365 apps,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494830
496652,Microsoft Purview compliance portal: Data Lifecycle Management - Separate Retention policies for Copilots and AI Apps,Launched,General Availability,,gcc;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=496652
496596,Microsoft Copilot (Microsoft 365): Content Sources in Copilot Chat,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496596
496593,Microsoft Purview compliance portal: Information Protection - On demand classification for files on Windows devices,In development,General Availability,August CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496593
494832,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494832
494831,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494831
495683,Microsoft Purview compliance portal: Endpoint Data Loss Prevention Always-on diagnostics for Windows endpoints (Phase 1),In development,General Availability,June CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495683
494833,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494833
496371,Outlook: add attachments while offline in the new Outlook for Windows,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=496371
496146,Outlook: Data Loss Prevention (DLP) Policy Tips & Override for Outlook Mobile,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496146
496143,Outlook: Folder Deletion Warning for Rules,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496143
496141,Outlook: Rule to display desktop alert,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496141
495000,Microsoft Purview compliance portal: Purview Information Protection - Support for Cross Cloud Protected Files,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495000
410775,Microsoft Viva: Viva Insights: Copilot Business Impact Report,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=410775
496137,Microsoft Copilot (Microsoft 365): Add topic(s) through Copilot to your existing presentation,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496137
496136,Microsoft Copilot (Microsoft 365): Add topic(s) through Copilot to your existing presentation,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496136
496138,Microsoft Copilot (Microsoft 365): Add topic(s) through Copilot to your existing presentation,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496138
496176,Microsoft 365 admin center: new scenarios enabling in Microsoft 365 Monitoring,Launched,General Availability,July CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496176
496147,Microsoft Viva: Manage GDPR requests in Engage admin center,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496147
496140,Microsoft Edge: Introducing a new policy that can enable/disable Microsoft 365 Copilot Chat in Edge for Business from showing in the toolbar,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=496140
495454,Microsoft Teams: Usability and privacy improvements for live captions and live transcript in meetings,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495454
495261,Outlook: Copilot surfaces important emails in new priority view,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495261
494809,Microsoft Copilot (Microsoft 365): Frontier and Microsoft agent user request approval flow in Microsoft 365 admin center,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494809
495468,Outlook: Show teammates' calendars in the left navigation pane,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495468
495260,Outlook: Schedule from email with Copilot,In development,General Availability,,dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495260
313800,Microsoft Teams: Apply partial settings for Android devices using configuration profiles in the Teams admin center,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=313800
495834,Microsoft Edge: AI-powered History search,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495834
495831,Microsoft Purview compliance portal: Endpoint Data Loss Prevention- Separate role added for downloading the original file evidence for Endpoint,Rolling out,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495831
494844,Microsoft Edge: v.139 - New Autofill Personal Information Settings Configuration,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494844
494517,Microsoft 365: Microsoft 365 Backup capabilities available in GCC,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494517
493318,Microsoft Teams: Shared spaces insights in the Pro Management portal,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=493318
495547,Microsoft Purview compliance portal: OCR - Restrict OCR Scan to mails sent outside the organization,In development,General Availability,June CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495547
494843,Microsoft Teams: Inclusive meeting enhancements for sign language users,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494843
494842,Microsoft Teams: Countdown Timer for Teams Meetings,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494842
495548,Outlook: Editor (Proofing and Spellcheck) for GCC Mod,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495548
495466,Outlook: Editor (Proofing and Spellcheck),In development,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495466
495464,Microsoft Viva: Copilot Dashboard - Benchmarks,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495464
495463,Microsoft Viva: Copilot Dashboard - Enhanced scope drilldown,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495463
495459,Microsoft Purview compliance portal: Exchange Data Loss Prevention - Image Metadata Scanning without OCR,Rolling out,General Availability,June CY2025,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495459
495458,Microsoft Purview compliance portal: Enhanced eDiscovery Premium APIs,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495458
495457,Microsoft Teams: Suggested contacts for call transfers on Teams phone devices,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495457
495453,Microsoft Teams: Copilot Support for 1:1 and Group Calls on Teams Phone Devices,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495453
495451,Microsoft Teams: Custom ringtone behavior and ringtones for assigned line keys,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495451
494508,Microsoft Copilot (Microsoft 365): Your AI assistant in the DoD environment,In development,General Availability,,dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494508
487428,Microsoft Teams: Custom Dictionary,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=487428
495469,Outlook: Report junk + block or unsubscribe in one same action,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495469
495461,Outlook: Copilot Prepare for Meeting in Calendar,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495461
495460,Microsoft 365 Admin Center: Copilot Search management and insights,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=495460
494834,Microsoft Copilot (Microsoft 365): New file extension for Copilot pages,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494834
492616,Microsoft 365 Admin Center: M365 Copilot - Billing and usage - Usage insights,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=492616
495001,Microsoft Purview compliance portal: New email indicators to alert on exfiltration of business sensitive data to free public domains or self,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495001
495116,Microsoft Copilot (Microsoft 365): Microsoft 365 Copilot app for GCC-M environments,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495116
494998,Microsoft Copilot (Microsoft 365): Microsoft 365 Copilot app for DoD environments,Rolling out,General Availability,,dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494998
494835,Microsoft Edge: Use Primary work profile as default profile to open external links,In development,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494835
494151,Microsoft Teams: Default Teams Calling global policy to enable users to transcribe or record calls,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494151
493753,Outlook: Contact Improvements on Outlook Mobile,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=493753
494845,Outlook: Prepare for your meeting on-the-go with Copilot,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494845
494839,Microsoft Purview compliance portal: Scanner data export for custom reporting,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=494839
494516,Microsoft Edge: v.138 - Policies to manage Shadow IT,Launched,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=494516
493733,Microsoft Copilot (Microsoft 365): Reference an Excel file when creating a presentation with Copilot for PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=493733
493732,Microsoft Copilot (Microsoft 365): Reference an Excel file when creating a presentation with Copilot for PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant),https://www.microsoft.com/microsoft-365/roadmap?featureid=493732
