id,title,status,phase,targeted_dates,cloud_instances,link
494832,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494832
494831,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494831
494833,Microsoft Copilot (Microsoft 365): Use Copilot to rephrase text as desired through custom prompt in PowerPoint,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494833
496371,Outlook: add attachments while offline in the new Outlook for Windows,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=496371
495000,Microsoft Purview compliance portal: Purview Information Protection - Support for Cross Cloud Protected Files,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495000
495454,Microsoft Teams: Usability and privacy improvements for live captions and live transcript in meetings,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495454
495468,Outlook: Show teammates' calendars in the left navigation pane,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495468
313800,Microsoft Teams: Apply partial settings for Android devices using configuration profiles in the Teams admin center,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=313800
495831,Microsoft Purview compliance portal: Endpoint Data Loss Prevention- Separate role added for downloading the original file evidence for Endpoint,Rolling out,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495831
494517,Microsoft 365: Microsoft 365 Backup capabilities available in GCC,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494517
493318,Microsoft Teams: Shared spaces insights in the Pro Management portal,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=493318
495548,Outlook: Editor (Proofing and Spellcheck) for GCC Mod,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495548
495466,Outlook: Editor (Proofing and Spellcheck),In development,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495466
495458,Microsoft Purview compliance portal: Enhanced eDiscovery Premium APIs,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495458
495457,Microsoft Teams: Suggested contacts for call transfers on Teams phone devices,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495457
495451,Microsoft Teams: Custom ringtone behavior and ringtones for assigned line keys,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495451
495461,Outlook: Copilot Prepare for Meeting in Calendar,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495461
494834,Microsoft Copilot (Microsoft 365): New file extension for Copilot pages,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494834
495001,Microsoft Purview compliance portal: New email indicators to alert on exfiltration of business sensitive data to free public domains or self,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=495001
495116,Microsoft Copilot (Microsoft 365): Microsoft 365 Copilot app for GCC-M environments,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=495116
494151,Microsoft Teams: Default Teams Calling global policy to enable users to transcribe or record calls,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494151
494839,Microsoft Purview compliance portal: Scanner data export for custom reporting,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=494839
494154,Outlook: Create a meeting from an email thread with Copilot,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494154
493757,Microsoft Purview compliance portal: Insider Risk Management- Multi selectable DLP policies as an IRM triggering event,In development,General Availability,August CY2025,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=493757
493320,Microsoft Teams: Line key configuration on Teams Phone devices from Teams Admin Center (TAC),Rolling out,General Availability,,worldwide (standard multi-tenant);gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=493320
491018,Outlook: Event Updates,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491018
494685,Microsoft Purview compliance portal: Upcoming Update to Audit Records for Microsoft Purview Role Group Changes,In development,General Availability,August CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494685
493289,Outlook: Drag and drop files between accounts as attachments,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=493289
494160,Microsoft Purview compliance portal: Modern eDiscovery additional enhancements,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=494160
493946,OneDrive: Transfer ownership of departing employees’ files with ease,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=493946
494153,Outlook: Copilot chat in a sidebar in classic Outlook for Windows,Launched,Current Channel,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=494153
493945,Outlook: Mail Categories,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=493945
492982,Microsoft Teams: Monitor DNS resolution failures and impact of proxy on Teams meetings with Best practice configurations dashboard in Teams admin center.,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=492982
493730,Microsoft Copilot (Microsoft 365): Add images to your Copilot prompts in M365 applications chat in government clouds,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=493730
492617,Microsoft 365 Admin Center: Admin Copilot available in GCC,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=492617
489217,Microsoft Copilot (Microsoft 365): Copilot in Excel with Python for GCC High,In development,General Availability,,gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=489217
491019,"Outlook: Add custom sounds for Mail Notifications, Reactions, and Calendar Reminders",Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=491019
493291,Microsoft Purview compliance portal: Data Loss Prevention - Detection of True file type in EXO DLP,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=493291
490050,Microsoft Teams: Teams Town hall screen management privileges in Teams Rooms on Windows,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=490050
482198,Microsoft SharePoint: New web part for FAQs,Launched,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=482198
492627,Outlook: Updating Conversation Actions on Outlook for iOS,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=492627
491438,Microsoft Teams: Set New Ringtones in Teams Mobile,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491438
491472,Microsoft Teams: Call Waiting Beep Enabled on Desktop,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491472
491027,Microsoft Intune: Intune Suite - Operational dashboard to gain insight on EPM status and elevations.,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491027
491015,Microsoft Purview Compliance Portal: Enable policy tips for recipients when emailed as part of a distribution group,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491015
491011,Microsoft Purview Compliance Portal: Endpoint Data Loss Prevention - Device and Device group-based policy scoping support for Endpoint DLP,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491011
491010,Microsoft Teams: Teams Meeting Audit Events in GCC,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=491010
490566,Microsoft Teams: External group chat policy enforcements for max two orgs,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=490566
491024,SharePoint: Time to read on SharePoint News posts,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=491024
490568,Planner: New Microsoft Planner app for Microsoft Teams in GCC High and DoD,Rolling out,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=490568
485732,Microsoft Purview compliance portal: Site default labeling for SharePoint Online and Copilot,In development,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485732
490565,SharePoint: Modern SharePoint Page Templates,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=490565
489455,Microsoft Teams: Block a user for your organization in GCC-High and DoD,Cancelled,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=489455
489225,SharePoint: Header & Footer Enhancements,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=489225
486859,SharePoint: OneDrive and SharePoint – Use table of contents in PDF,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=486859
489230,SharePoint: Office 365 CDN in SharePoint,Launched,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=489230
489216,Microsoft Copilot (Microsoft 365): Copilot in Excel with Python for GCC,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=489216
485796,SharePoint: OneDrive and SharePoint - Apply watermark to PDF,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=485796
489834,SharePoint: Document Libraries - A new forms experience for streamlined document collection,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=489834
489831,"Outlook: Create, Delete, Rename, and Move Folders",Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=489831
487441,Microsoft Purview Data Security Posture Management for AI: Department Graph,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=487441
488094,Microsoft Defender for Office 365: Enhanced Take Action experience in Threat Explorer,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=488094
488301,Microsoft Teams: Speaker attribution now “On” by default in BYOD rooms with enhanced admin controls,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=488301
487440,SharePoint: OneDrive and SharePoint – Compress your PDF,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=487440
488091,Microsoft Teams: Unified attachment flow on Teams Mobile,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=488091
485798,Microsoft Purview compliance portal: Endpoint DLP Mac device management support for additional MDM solutions,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=485798
487859,Microsoft Purview compliance portal: Endpoint Data Loss Prevention: Advanced label-based protection for all files on devices,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=487859
486826,Microsoft Purview compliance portal: Enhancements to global exclusions in IRM settings,Rolling out,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=486826
486949,Microsoft Copilot (Microsoft 365): Copilot Prompt Gallery - Share a prompt with a co-worker,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=486949
486984,Microsoft 365 App: Availability of the Cloud Policy service for Microsoft 365 Government GCC-H and DoD,Launched,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=486984
486830,Microsoft Teams: Call quality reports for BYOD rooms in the Pro Management portal,Launched,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=486830
486693,Microsoft Teams: Expanded and enhanced peripheral support for BYOD spaces,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=486693
485764,Excel: Python in Excel for the web (GCC),In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485764
485754,Outlook: Add folders from a .pst file to Favorites in new Outlook for Windows,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485754
484059,Outlook: Move to in the pop-out ribbon in New Outlook and Outlook for Web,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=484059
483508,Outlook: Category Shortcuts in the New Outlook for Windows,Launched,General Availability,June CY2025,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=483508
485801,OneDrive: New Folder Anyone Link Permission: View & Upload,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=485801
485706,Microsoft Teams: New Microsoft Teams chat and channels experience in GCC High and DoD,Rolling out,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=485706
485705,Microsoft Teams: New Microsoft Teams chat and channels experience in GCC,Rolling out,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485705
484844,Microsoft Teams: Slide control for presenters,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=484844
485757,Outlook: Create and save email templates in the new Outlook for Windows,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=485757
485752,Outlook: Profile cards in the new Outlook for Windows display people details stored in PST files,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485752
485750,Outlook: Forward as attachment emails in a PST file in new Outlook for Windows,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485750
485742,Outlook: Reply and forward emails in a PST file in new Outlook for Windows,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485742
485738,Outlook: Export mailbox to PST file in new Outlook for Windows,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=485738
484123,Microsoft Teams: Copilot summary for transferred calls,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=484123
483965,Microsoft Copilot (Microsoft 365): UX Transparency for Web Queries,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=483965
480716,Microsoft Teams: Send messages to attendees in the meeting lobby with lobby chat,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=480716
483491,Microsoft Purview compliance portal: Endpoint Data Loss Prevention- Paste to Browser prevention support on macOS device with endpoint DLP,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=483491
480735,Microsoft Purview compliance portal: Information Protection: SharePoint Online extends library permissions to downloaded files,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=480735
482745,Microsoft Teams: Copilot only during call,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=482745
481835,Microsoft 365 admin center: Usage reports - Microsoft 365 Copilot for GCC Moderate,In development,General Availability,June CY2025,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=481835
482193,SharePoint: OneDrive and SharePoint – Protect PDF with password,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=482193
481517,OneDrive: Annotate with Apple Pencil Experience on OneDrive for iOS,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=481517
477363,Microsoft Purview compliance portal: Insider Risk Management - Recommended thresholds,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=477363
369345,Microsoft Teams: ‘Add emoji’ updated keyboard shortcut,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=369345
391672,Microsoft To Do: Microsoft To Do availability in Outlook on the web,In development,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=391672
370535,Microsoft Purview compliance portal: Data Loss Prevention - Ability to rename the policy and rule names in DLP,In development,General Availability,July CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=370535
471442,Outlook: Choose save location when saving to a cloud account in the Outlook app for iOS and Android,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=471442
418119,Microsoft Teams: Collaborative Notes and Loop Components for Microsoft 365 GCC High and DoD,Rolling out,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=418119
399928,Microsoft Intune: Intune Suite - Endpoint Privilege Management on single session Azure Virtual Desktop,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=399928
420326,Microsoft Teams: Bulk operations summary in the Teams admin center,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=420326
418564,Microsoft Copilot (Microsoft 365): Summarize files shared in Teams chat with Copilot,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=418564
416091,Outlook: Sort by Flag option,In development,General Availability,August CY2025,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=416091
411581,Outlook: Additional formatting options in Outlook for iOS and Android,Launched,General Availability,,worldwide (standard multi-tenant);gcc;gcc high,https://www.microsoft.com/microsoft-365/roadmap?featureid=411581
408170,Microsoft Intune: Enhanced Device Inventory for Windows Devices for Government Cloud (GCCH),In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=408170
81379,Microsoft Teams: Remote contact management for Teams Phone devices in Teams admin center,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=81379
398981,Outlook: Updated conversation actions on Outlook for Android,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=398981
392842,Microsoft Purview compliance portal: Audit - New filters in Audit Search,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=392842
468892,Microsoft Clipchamp: Sharing a portion of a video as a clip,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=468892
464984,Microsoft Copilot (Microsoft 365) Microsoft 365 Copilot Chat general availability for GCC,Launched,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=464984
468293,Microsoft Clipchamp: Advanced editing from camera,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=468293
393333,OneDrive: Sync admin reports - GCC,In development,General Availability,,gcc,https://www.microsoft.com/microsoft-365/roadmap?featureid=393333
402194,Microsoft Purview compliance portal: Communication Compliance - Ability to exclude spam and bulk emails,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=402194
406910,Microsoft Stream: Seek bar thumbnails for Teams meeting recordings,In development,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=406910
172024,Microsoft Purview compliance portal: Communication Compliance - Adaptive policy scope,In development,General Availability,June CY2025,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=172024
117531,Microsoft Purview compliance portal: Information Protection - New cmdlet for Content Explorer (U.S. Government clouds),In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=117531
93246,Microsoft Purview | Communication Compliance: Prioritize analysis of policy-driven alerts with Azure Cognitive Services (U.S. Government clouds),In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=93246
412942,Microsoft Purview compliance portal: Insider Risk Management - User exclusion,Rolling out,General Availability,,worldwide (standard multi-tenant);gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=412942
382107,Microsoft Purview compliance portal: Insider Risk Management - Enriching Insider risk management with Communication compliance as an indicator,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=382107
336046,Microsoft Purview compliance portal: Communication Compliance - Enhanced Policy Conditions,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=336046
168843,Microsoft Purview compliance portal: Communication Compliance - Recommended policy scope,In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=168843
165402,Microsoft Purview compliance portal: Communication Compliance - User scoping role-based access control (RBAC),In development,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=165402
384871,Microsoft Purview compliance portal: eDiscovery - Review set query report,Rolling out,General Availability,,gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=384871
397771,Microsoft Purview compliance portal: Information Protection - Save filters for Activity Explorer,Launched,General Availability,,gcc;gcc high;dod,https://www.microsoft.com/microsoft-365/roadmap?featureid=397771
